X1,X2,X3,X4,X5,X6
1.6754,-0.4436,-0.4105,-2.1174,-2.5301,3.5384
-1.6996,-0.759,-1.0484,0.3231,-1.2225,1.5784
-0.1121,-1.0594,-1.1907,-1.7469,1.3691,-1.8092
1.4858,-2.5703,-1.2694,-4.0114,1.5766,3.4065
-1.1347,-0.0286,-1.2993,2.4484,0.6488,-1.6299
1.8827,0.098,1.5619,-1.929,-2.0204,1.8577
2.8012,1.149,-1.1461,-2.0376,2.7836,-0.2302
-0.8219,1.1297,0.7066,1.9407,1.6896,-3.4873
-1.2644,0.0667,-2.4149,-2.4577,-1.0525,1.883
0.5512,-0.5226,-0.9992,-0.6683,-1.366,-0.1435
0.6215,-2.6357,0.338,-0.4232,0.3654,-0.3039
-1.119,0.0577,-0.2822,-0.7884,0.3218,-0.3008
0.9257,0.137,-0.5207,-2.9521,1.234,-1.0532
-0.1336,-0.0352,-0.0223,-1.9407,0.2156,0.5432
-0.0559,-1.719,1.9197,-0.1047,-1.4638,-2.3096
-0.6761,-2.5973,-0.3194,-1.4599,0.6479,1.4406
-2.0497,0.9209,1.3831,-0.8315,-1.7797,3.1054
-1.7319,0.2199,-0.4248,0.205,3.143,-1.3342
-0.6767,0.3179,-0.4077,-0.2091,-0.6393,0.1082
-0.3154,0.7944,1.6745,-1.3184,-2.2214,2.7978
1.2299,1.8087,0.1482,-1.7954,-1.1032,2.7296
0.9515,-2.2018,1.2307,0.8918,-3.1118,2.432
-2.0807,0.6012,-1.1182,2.0389,0.5852,-3.499
-0.3588,0.5493,-1.1367,-0.3578,-1.6793,0.0281
0.3875,-2.4131,0.2623,-1.3676,0.4119,1.8823
0.5822,0.7151,-4.3289,-2.0757,1.423,1.6359
0.2788,-1.5616,-0.3287,-1.2942,-0.3252,1.1103
-3.7666,0.9504,1.4142,1.1777,-2.2781,0.5912
-0.046,0.8139,-1.3357,-1.6727,2.8503,-0.5277
0.0372,-2.4805,-1.0956,-0.3013,0.2645,-3.8512
-1.0715,0.9977,-0.8591,0.7657,-0.232,-1.5025
-0.6627,-2.7889,-0.1264,-1.056,0.0979,2.243
-1.0358,0.3631,-0.9594,-2.0863,2.623,-2.1071
-3.4839,-2.2952,0.498,0.1848,-3.4598,3.3784
-2.8561,0.3669,0.4724,0.3607,-2.3031,1.5534
-1.7247,0.9,-0.8134,-1.5045,2.8682,-1.2994
0.7848,0.2988,1.203,-1.9953,0.9882,1.066
0.9202,-0.5411,-0.1778,-1.3785,0.3087,-1.681
-1.4638,-0.9547,2.5333,3.238,-2.0381,-1.3447
0.4666,0.7566,-0.4121,1.3932,-0.3393,-0.3325
-1.3913,1.4021,-0.6651,-1.1785,1.025,1.6452
-1.3439,1.2811,0.1403,-0.6521,0.3578,2.424
-1.0558,1.1589,-1.7787,-0.2207,1.2028,-2.0315
-0.4653,1.9791,1.4806,2.071,-2.6927,-0.7903
-1.9504,1.4891,-2.5678,-0.1217,2.4017,0.7206
-1.7684,-0.8907,-2.1427,-0.4543,2.2098,-0.7414
-0.0288,0.742,-0.7035,0.8777,1.8288,-3.2142
-0.2996,0.8898,3.2253,0.1906,-4.495,3.961
-2.4586,0.6393,-1.2162,1.8759,1.9122,-3.5462
-1.0915,1.1041,0.6016,-0.5965,-1.1089,3.5314
1.6577,0.1874,1.9225,-0.3568,-0.4286,0.4583
1.3914,0.5334,0.295,0.6161,0.7339,-2.5794
0.8471,0.0917,-1.3345,-0.9083,1.1605,1.6434
-0.1776,-1.8892,-0.9222,-1.0222,0.6033,0.6647
-1.7496,0.4415,-1.9157,-0.5855,1.341,-1.5874
4.2534,2.087,-1.1988,1.0463,1.4367,-0.9622
-0.0244,1.1747,-1.1475,-1.0145,-0.09,0.6968
-0.0815,0.2979,-0.4878,-0.1052,0.6733,0.9398
-0.9975,0.8511,-0.9129,1.7214,2.6614,-2.9881
0.4693,-1.0628,0.6425,-3.0467,2.9413,0.6417
0.2154,-0.2317,0.1545,1.1215,-0.5167,-0.137
-1.0148,0.7336,1.6574,1.8762,1.8176,-5.9727
0.925,-0.8694,-0.1298,2.3353,-1.4303,0.7215
-1.9167,-2.344,-1.1803,0.1092,2.259,-0.5748
-3.1241,1.5717,-1.9917,1.0834,-0.5061,2.5895
0.6327,3.8673,-2.1923,-1.3498,4.3901,-2.0766
1.7185,-1.1497,0.5985,-0.2649,-1.329,2.5263
0.3944,0.6363,1.373,1.621,-1.692,-0.3471
-1.4628,-2.4348,-0.2093,0.9,-0.6828,1.1138
-0.3723,1.3096,-2.9728,-1.5589,3.2901,-1.0893
2.0176,1.6603,-0.3805,0.3631,-1.6492,-1.438
0.1233,0.0704,-1.1889,0.3577,-1.0587,-0.1596
0.2853,2.0192,0.0416,-1.5615,-0.9259,0.7757
-1.7555,-2.164,-2.9755,-1.9872,1.8674,-0.9214
0.0679,0.746,-0.9213,-0.2365,2.3961,-0.3717
-1.9067,1.4192,-4.5904,0.5057,4.0338,-3.6038
1.4161,0.8318,0.4768,-0.9607,1.5097,-3.5929
1.4911,0.4715,0.3071,-0.4869,-1.4577,3.6515
-1.7794,-1.0056,1.1666,1.9691,-0.2946,-2.3569
1.1217,1.2336,-1.0479,1.3001,-0.0609,-2.5568
0.1641,-1.6122,-4.2281,-3.466,5.2585,-0.715
1.681,0.2162,1.2542,-0.626,0.5906,0.312
1.2516,2.2748,-4.5171,-4.1952,4.145,0.6214
-0.7909,2.3635,-0.7822,1.5309,0.4488,-0.8218
0.7577,0.572,-0.3643,-1.8247,-2.1117,1.5808
0.1691,-1.507,1.2975,2.1583,-1.0074,-0.2695
-0.371,0.3331,-0.6001,-1.4515,0.6283,0.5978
0.0148,1.1101,-0.1963,-0.3604,-1.0786,1.7067
1.3798,-0.1448,0.0203,-0.8425,-0.9012,1.9558
1.0577,2.6375,-2.2469,-1.0828,2.6027,-0.3222
-1.4866,0.1036,1.6112,-0.4515,-1.6302,-1.7357
0.0241,-0.1795,0.8772,1.1768,-1.5664,2.2099
2.0233,0.4312,-2.0448,-3.0044,5.7411,0.4382
2.2082,1.6216,0.3617,1.2974,-0.2571,-0.1429
0.4371,0.7745,3.2751,2.255,-2.5563,1.3262
1.0878,-0.4365,-0.1505,2.1158,-0.6802,1.61
-1.9216,-0.2287,-1.6233,-0.4675,-1.1844,1.2604
0.0475,1.67,0.8429,0.6632,2.6128,-3.6591
-0.9513,0.4704,0.4196,-0.1452,-3.2464,0.3061
1.5134,-0.3527,0.0324,-1.6719,-0.4916,2.3521
0.3495,-1.9023,-0.3682,-0.1688,0.8398,-0.4479
0.7323,-0.5573,-0.2204,-1.4607,0.5201,1.3896
2.8102,-0.4889,0.9659,-0.1069,1.3947,-0.655
-0.785,-0.6161,-2.493,-2.8197,2.2043,-1.6626
-1.4128,-0.1874,-1.1835,2.1045,-1.9268,-2.3231
0.8716,2.9003,1.997,1.4944,-0.2046,-0.038
-2.1219,0.1868,1.1904,2.497,-3.8055,0.2241
-0.6841,-0.9284,-0.1034,0.478,-3.5799,2.9039
-0.8584,0.2319,-1.6597,2.0733,3.2685,-4.9543
0.4898,1.6734,-0.9042,-0.3937,2.1707,-2.5679
0.9061,1.1413,-1.5808,-0.7467,1.4792,1.1021
2.9192,0.659,0.503,-2.3517,-1.1952,3.5535
-1.4314,0.5356,-1.1661,1.7678,1.5392,-4.6388
0.7999,1.0334,-1.7238,-0.0612,0.7809,-0.7469
1.4729,-1.5439,2.4884,-2.9787,-3.0656,4.3423
1.2029,-1.5455,-1.2156,-0.7774,0.5311,1.9488
-0.1684,2.1538,-2.7634,-2.0155,-0.0915,1.0117
-1.0008,2.2678,-1.196,-0.1772,3.5246,-1.0118
0.1075,2.1741,0.0822,-0.6787,2.0792,-1.8262
-1.8546,0.1235,1.3385,0.0455,-1.3987,0.316
0.263,0.3689,-2.7353,-0.0096,-0.6602,1.0352
0.7619,-1.4091,1.8563,0.0648,-2.4236,-0.7954
1.0087,-0.5926,-1.6577,0.9193,1.6925,-3.0046
1.731,-2.931,1.4505,-0.7168,-0.4273,1.1374
-1.9233,-1.0981,0.3894,-0.0383,-0.4704,1.0549
0.7638,2.8879,-0.8052,-2.2398,-0.0917,3.9909
-2.683,-2.0103,-0.721,1.9519,-0.2074,-1.4089
0.7013,-1.1758,-0.5809,-0.5927,-0.2848,0.3732
-0.4735,-1.6658,1.6894,1.3506,-1.7033,1.7316
1.6112,1.1869,-1.6167,-0.3559,1.1987,0.6901
-1.0836,-0.4445,2.0839,-0.9381,-3.2653,2.4002
0.5096,-1.3275,-0.365,-4.336,-0.1873,1.779
0.2929,2.8628,-1.2536,-1.0802,-1.4843,3.3664
-0.1483,1.7773,-0.1253,1.0109,0.4776,-0.8575
-0.8308,-0.1639,0.3563,-0.5785,1.1715,1.0725
0.4656,-2.3144,1.2557,-2.1884,-2.3505,5.0267
0.0064,0.442,0.54,-0.379,-2.3719,2.4286
